máy nhạy , chạy được nhiều ứng dụng, chụp hình sắc nét, quay phim rõ không bể hình có thể phòng lơn\n,,,,,,,,,,,,,,,,
Màu kiểu giáng đẹp,cốp xe rộng ,ôm cua tốt,xe chạy lướt trên đường vắng,giá cả hợp lý cho một dòng xe ga hạng sang\n,,,,,,,,,,,,,,,
Trông rất đẹp. bắt mắt người tiêu dùng\nCảm ứng, giao diện dễ sử dụng\nHỗ trợ HSDPA tốc độ 21Mbps và HSUPA tốc độ 5.76Mbps\nMàn hình cảm ứng điện dung SuperClear LCD 4.2’’ 16 triệu màu, độ phân giải WVGA (480x800), kính chống trầy\nHệ điều hành Android 2.3.3 với giao diện người dùng TouchWiz 4.0\nBộ xử lý Cortex A9 lõi kép tốc độ 1GHz, ULP GeForce GPU, NVIDIA Tegra 2 chipset, 1GB of RAM\nMáy ảnh 5MP tự lấy nét với đèn LED flash, nhận diện gương mặt và nụ cười\nQuay phim 720 tốc độ 30fps\nWi-Fi 802.11 b/g/n support, DLNA and Wi-Fi Direct support\nGPS với kế nối A-GPS, la bàn kỹ thuật số\n8GB bộ nhớ trong, khe cắm thẻ nhớ microSD\n,,,,,,,,,
Thiết kế đẹp\nMàn hình chất lượng đẹp\nHiệu năng cao so với mức giá\nNhiều phụ kiện đi kèm hữu ích.\n,,,,,,,,,,,,,,,,,,,
máy thiết kề đẹp, dùng cho tín đồ nhắn tin và mạng xã hội, giao diện đơn giản dễ sử dụng, tích hợp nhiều chức năng tốt, và đầy đủ như 1 smart phone cao cấp, camera chụp hình rất tốt, pin đeu3 cung cấp nhu cầu của tín đồ mạng xã hội,thiết kế với các đưo2ng vển bọc thép rất đẹp\n,,,,,,,,,,,,
Innova là thế hệ mới của dũng xe đa dụng (MPV), Innova mang đến cho khách hàng không chỉ với chất lượng hàng đầu mà cũn kiểu dỏng tuyệt đẹp với phong cách trang nhó, thiết kế hoàn hảo, tớnh năng hoạt động tốt và độ an toàn cao. trở thành một chiếc xe phổ biến và được biết đến là chiếc xe cho mọi gia đình.\nInnova mới là biểu tượng của phong cách sống năng động và hiện đại với kiểu dáng thanh thoát, lịch lóm nhưng không kém phần mạnh mẽ và cá tính.\nInnova mới cú nội thất sang trọng, cựng khoang hành khỏch rộng rói với cỏc ngăn đựng vật dụng được thiết kế đa dạng, tiện lợi đặt ở khắp mọi nơi, Innova mang đến cho bạn cảm giác thư gión và hài lũng tuyệt đối. Innova mới là sự hội tụ tất cả những công nghệ an toàn tân tiến nhất của Toyota toàn cầu, từ an toàn chủ động đến an toàn thụ động, bảo vệ tối ưu cho hành khách.\n,,,,,,,,,,
mình từng dùng máy này 1 thời gian dài chủ yếu nghe gọi, thiết kế máy đáp ứng đầy đủ thẩm mỹ, chất lượng, phong cách của feature phone, loa nghe to và rõ, máy tích hợp nhiều chức năng của feature phone, máy dùng bền và rất ổn định, sóng rất khỏe , có hỗ trợ chống âm thanh nhiễu và tiếng ồn, giá rất tốt cho nhu cầu sử dụng của bản thân và công việc, phải nói là dùng máy này thấy pin trâu vô cùng hơn hẳn Nokia\n,,,,,,,,,
Thiết kế: Thiết kế bo tròn với những đường cong mềm mại cho cảm giác cầm thoải mái.\nTính năng: Máy sử dụng Android OS, v4.0( Ice Cream Sandwich). Bộ xử lý 600MHz, bộ nhớ trong 4GB, ram 512MB, hỗ trợ khe cắm thẻ nhớ microSD lên đến 32 GB.\nKết nối: 3G 7,2 Mbps. Wi-fi 802,11. b/g/n. Bluetooth v4.0\nCamera: 5Mp\nMàn hình: Màn hình cảm ứng điện dung đa điểm, 16 triệu màu, 3.5 inches( 320*480)\nƯu điểm nổi bật: Giả lập java, lướt web tốc độ cao, tích hợp mạng xã hội, xem phim, nghe nhạc, chơi game, xem văn bản, nhập liệu đoán trước từ, ghi âm/ quay số bằng giọng nói.\n,,,
ẹc, với 1 con máy cpu chỉ có 600Mhz lại không có GPU, ram rom như vậy mà bán với giá 4.250.000 thì có vẻ là hơi đắt," mấy cái \khuyến mại\"" được gọi là \""khủng\"" này có lẽ 100 bác mua máy này thì chỉ có khoảng 10 bác dùng tới cái sim 3G tài khoản cho dần theo tháng này. cho nên theo e cái sim này có như không ấy mà. được cái thẻ 4G đi kèm thì còn hữu ích thui. nếu con này khoảng 3 củ mà không khuyến mại khủng cái sim 3G thì hợp lý. dù sao mua máy viettel để ủng hộ hàng việt nam thui.\n""",,,,,,,,,,,,,,,,
dep gia re\n,,,,,,,,,,,,,,,,,,,
- Kiểu dáng đẹp, xe chạy khoẻ, chỗ ngồi rộng\n- Rất thanh lịch thích hợp cho phái nữ\n- Chế độ bảo hành tốt\n,,,,,,,,,,,,,,,,,
Chíp xử lý A5 nhanh, camera được chăm chút, iOS 5 sở hữu nhiều nét mới, từ hệ thống thông báo tới kết nối máy tính, tích hợp iCloud và “người phụ tá thông minh” Siri, thiết kế bóng mượt, bộ khung cứng cáp và nút nhấn kim loại trên cạnh máy tạo cảm giác thật 2-Tek. iPhone 4S bổ sung chíp lõi kép A5 (tương tự iPad 2), RAM 512MB (giống iPhone 4), dung lượng bộ nhớ 16/32/64GB, hỗ trợ CDMA/GSM, kết nối Wi-Fi chuẩn n và Bluetooth 4.0.Camera chính được nâng cấp thành 8 MP, Màn hình Retina của iPhone 4S đạt độ phân giải 960 x 640 pixel, tạo ấn tượng hơn nhiều so với khi iPhone 4.\n,,,,,,,
Cấu hình mạnh, có nhiều chức năng, kiểu dáng đẹp,cứng cáp, lướt web nhanh, cảm ứng nhạy.\nnghe nhạc hay\n,,,,,,,,,,,,,,
nu tinh, gia ca cung tuong doi on, phu hop voi tui tien cua nhieu nguoi, dac biet la sinh vien, mau ma dep, sang trong\n,,,,,,,,,,,,,,
-Có đèn bù hỗ trợ lấy nét ở nơi thiếu sáng\n-Màn hình LCD xoay\n-Dải ISO cao 80-1600\n-Chất lượng ảnh tốt\n-Tiêu cự ống kính lớn\n-Hỗ trợ định dạng RAW\n,,,,,,,,,,,,,,,,,,,
-cảm ứng nhạy, khỏi chê\n-máy chạy mượt\n-cầm máy đọc truyện cũng thích lắm\n-mang đi rất thuận lợi hơn laptop nhiều\n-pin trâu\n-tiện khi soạn thoả văn bản, và sử dụng 3g nhanh thay thế smartphone ở những nơi k có wifi\n-chụp hình đẹp, đặc biệt là camera trước rõ nét\n,,,,,,,,,,,,,,,,
Cảm giác cầm thoải mái\nViền màn hình siêu mỏng\nMàn hình rất đẹp, chất lượng hiển thị rất tốt\nCách bố trí phím cứng khoa học\nMáy chạy nhanh\nCamera chụp hình đẹp, nhiều chức năng vui vẻ\nNhiều tính năng đặc biệt hữu ích\nPin ngon (dư dùng trong 1 ngày)\n,,,,,,,,,,,,,,,,,
Đẹp, cấu hình mạnh.\n,,,,,,,,,,,,,,,,,,
máy đẹp\n,,,,,,,,,,,,,,,,,,,
Không có gì nổi bật.\n,,,,,,,,,,,,,,,,,,,
bền và đẹp\n,,,,,,,,,,,,,,,,,,,
tiết kiệm xăng, dáng thanh lịch nữ tính,giá rẻ\n,,,,,,,,,,,,,,,,,
mấy ảnh tốt. ngoại hình tạm tạm\n,,,,,,,,,,,,,,,,,,,
Giá thích hợp, mẫu mã đúng theo đối tượng tuổi teen\n,,,,,,,,,,,,,,,,,,
Giá cả phải chăng.\nThiết kế đẹp, thân thiện.\nHệ điều hành Windows Phone 8.\nSạc pin không dây.\nMàn hình sắc nét.\n,,,,,,,,,,,,,,,,,,
Chơi game java tốt\n,,,,,,,,,,,,,,,,,,,
Nhỏ nhắn, giá cả phải chăng, thích hợp cho đi du lịch, dã ngoại, hình ảnh sắc nét, độ phân giải cao\n,,,,,,,,,,,,,,
hai sim 2 sóng tiện dụng, khi thay sim không cần tháo pin, nó rất thuận tiện. bàn phím Querry dễ dàng khi nhắn tin. màn hình rộng\n,,,,,,,,,,,,,,,,,
man hinh lon, camera lon\n,,,,,,,,,,,,,,,,,,
Không hao xăng\nDáng đẹp\nGiá cả hợp lý\n,,,,,,,,,,,,,,,,,,,
đẹp và sang trọng\n,,,,,,,,,,,,,,,,,,,
de dung .dac biet tich hop day du cac tinh nang thong dung nhu nghe nhac ,quay phim,dac biet cac ban co the luot web ko kem gj cac may doi cao.\n,,,,,,,,,,,,,,,,,
chup anh rat ro, hinh dang dep cho nhung ai thich may 6300\n,,,,,,,,,,,,,,,,,,
kiểu dáng sang trọng quý phái\n,,,,,,,,,,,,,,,,,,,
Nghe nhạc : Thương hiệu Xpress Music khẳng định một chất lượng vượt trội . Loa ngoài mạnh mẽ, âm lượng vừa đủ .Chủ đề bắt mắt với bìa Album Art khá lớn, cổng audio out 3.5mm tiện lợi. Tai nghe đi kèm ở mức trung bình nhưng khi gắn SENNHEISER CX300 âm bass dày và khỏe, âm cao tách bạch rõ ràng không hề chói tai giúp 5800 thể hiện đúng đẳng cấp Music Phone .\n\nHình ảnh : Thành phẩm của Nokia 5800 vẫn chưa bằng các thế hệ N-Series nhưng nhờ độ phân giải màn hình lên đến 600 x 320 pixels hiển thị 16 triệu màu nên ảnh rất sắc nét khi nhìn trực tiếp trên máy. Khi chuyển sang PC ảnh chụp ở mức khá.\n\nVideo : Đây mới là thế mạnh của 5800. Các đoạn video với chất lượng VGA 640 x 480 tới 30 khung hình/giây chất lượng DVD khi chuyển sang TV với cáp TV out đi kèm hình ảnh chi tiết , rõ nét, các đoạn chuyển cảnh nhanh không hề bị giựt,có giá trị sử dụng rất cao.Với kích thước màn hình tới 3.2 inches cộng âm thanh nổi bật khiến Nokia 5800 trở thành cinema mini hấp dẫn.Việc lưu trữ cũng thoải mái...\n,,,,,,,,,,,,,
Mẫu và kiểu dáng đẹp, nhiều tính năng hợp với bạn trẻ thích, giá cả hợp lý, máy ảnh chụp nét.\n,,,,,,,,,,,,,,,,
- Sản phẩm có cấu hình mạnh hơn so với các sp Cùng tầm giá\n- Có nhiều ứng dụng hữu ích như USB Host / USB OTG (On-the-go), 3G,Active noise cancellation with dedicated mic, SNS integration, Document viewer.\n- Nghe gọi tiện lợi\n- Thời lượng sử dụng 8 giờ\n,,,,,,,,,,,,,,,
Máy chạy rất nhanh các ứng dụng văn phòng và giải trí (phim, nhac)\nVới 12 triệu bạn có trong tay mot CPU corei5 coi như là một món hời, Sandy Bri hiện tại đang là sản phẩm mới nhất của Intel, với VGA rời và ram 4GB, có thể sử dụng như một máy đồ họa tầm trung - cao trung.xử lý đồ họa tốt, tốc độ xử lý nhanh, các bạn thoải mái chơi games nặng...Máy mình core i3 thôi mà chạy photoshop cs5 vẫn ổn.\n- 500G là quá khủng. Bộ nhớ 320G cũng đã sử dụng thoải mái rồi.\n,,,,,,,,,,,,,
- - Thết kế đẹp, chắc chắn với vỏ nhôm\n- Màn hình 15.6 và VGA rời hỗ trợ giải trí và đồ họa\n- HDD HDD 640GB Sata II 5400 rpm làm tăng khả năng lưu trữ dữ liệu tốc độ truy cập data nhanh\n- Cấu hình khá cao CPU Intel Core i5-3210QM 2.5GHz (3MB L3 cache, Max Turbo Frequency 3.1GHz)\nMemory 4GB DDR3\nHDD 640GB Sata II 5400 rpm\nVGA AMD Radeon HM7650M 2GB\nDisplay 15.6 inch LED wide (1366 x 768)\n- Driver DVD±RW Double Layer tiện lợi cho việc ghi đĩa\n-Other Webcam, Bluetooth - HDMI, USB 3.0 ,\nWireless 802.11a/b/g/n Wireless LAN, 10/100/1000 Gigabit Ethernet LAN\nBattery 6 cell\n- wireless cực tốt\n,,,,,,,,,,,,,
dien thoai cam ung thi fai cho no mỏng đừng có dày wa ko dc dep\n_Cái đó nếu 1m1 (1.100.000) thì mình mua rùi\n,,,,,,,,,,,,,,,,,,,
- Chắc chắn - phụ kiện bền , Sản phẩm tốt từ thương hiệu Sony\n- nghe gọi âm thanh tốt , giao diện đẹp\n,,,,,,,,,,,,,,,,,
Cảm ứng nhạy, loa to, chụp ảnh nét\n,,,,,,,,,,,,,,,,,
máy có cả wifi và 3g. mẫu mã đẹp.\n,,,,,,,,,,,,,,,,,,,
Động cơ 125 giá rẻ hơn so với các dòng xe của hãng khác.Xe thiết kế chắc chắn, kiểu dáng cũng thể thao.\n,,,,,,,,,,,,,,,,,,
Dễ sử dụng,,,,,,,,,,,,,,,,,,,
máy tốt giá mềm đáng để lựa chọn\n,,,,,,,,,,,,,,,,,,,
Máy sử dụng tốt, cảm ứng mượt\n,,,,,,,,,,,,,,,,,,
- Thiết kế tinh tế, không sao chép.\n- Giao diện thân thiện, dễ làm quen.\n- Màn hình sáng và chi tiết.\n- Thân vỏ chắc chắn.\n- Camera có chất lượng tốt.\n,,,,,,,,,,,,,,,,,
Giá thấp, thiết kế đẹp mắt.\n,,,,,,,,,,,,,,,,,,
Cấu hình cao, tốt, thiết kế đẹp.\n,,,,,,,,,,,,,,,,,
Sau một năm ra nhiều sản phẩm," HTC bắt đầu thay đổi chiến lược khi tập trung vào các sản phẩm \đinh\"" và đại diện ở các mức giá khác nhau. One X bắt đầu có mặt trên các kệ hàng ở mức giá 16",,,,,,,,,,,,,,,,,,
mẫu mã đẹp\ncấu hình cao\n,,,,,,,,,,,,,,,,,,,
Máy mỏng,có độ phân giải cao,CPU dual core lõi kép phục vụ chơi game rất tốt,chụp hình HD(8.0 mp),màn hình retina,thiết kế bắt mắt,bộ nhớ trong 16gb,tốc độ lướt web nhanh,hệ điều hành IOS\n,,,,,,,,,,,
mỏng, thiết kế đẹp, cấu hình mạnh\n,,,,,,,,,,,,,,,,,
Cực Bền\nLớp Vỏ Nhôm Cứng\nDành cho những bạn mới làm quen với Iphone\n,,,,,,,,,,,,,,,,,,,
Máy này dùng rất thích\n,,,,,,,,,,,,,,,,,,,
Máy chạy êm, lượt vù vù, Wifi ầm ầm không giật. Nói chung hợp lý. Sài không kém Galaxy S2\n,,,,,,,,,,,,,,,,,
Máy nhẹ\nThiết kế đẹp\nChụp ảnh cực nét\nCầm tay rất chắc\nCấu hình cao và đồ họa rất tốt\nMàn hình rộng\n,,,,,,,,,,,,,,,,,,,
giá cả hợp lý hệ điều hành ổn. màn hình đọ phân giải cap\n,,,,,,,,,,,,,,,,,,,
"model mới nhất trong dòng \ngắm chụp\"" cao cấp G-series. Máy sử dụng cảm biến CCD 10 Megapixel",,,,,,,,,,,,,,,,,,,
ngoại hình đẹp.tốc độ chạy ổn định.thuận tiện cho việc mang theo bên người.\n,,,,,,,,,,,,,,,,,,,
hỗ trợ 2 sim, 2 sóng\nmàn hình rõ, sáng. chạy HDH android\nhỗ trợ nhiều ứng dụng App, game, xem phim, nghe nhac\n,,,,,,,,,,,,,,
cảm ứng nhạy . chụp rõ, phong to không nhòe. khỏi phải nói\n,,,,,,,,,,,,,,,,,,
xe cao , cabin rộng ,có cải cách bộ khóa ,chốt cử đẹp.\n,,,,,,,,,,,,,,,,
mẫu mã đẹp, chất lượng tốt, cấy hình mạnh\n,,,,,,,,,,,,,,,,,
2 sim 2 sóng của nokia, độ bền thì có lẽ không đáng lo ngại.\nNhìn khá đẹp nếu so với mấy cục gạch đập đá giá rẻ của nokia\nVới giá này thì cũng chẳng đòi hỏi gì hơn về các chức năng của nó\n,,,,,,,,,,,,,,,,,,
Độ bền cao, nghe nhạc tốt, pin tốt,\n,,,,,,,,,,,,,,,,
- Cấu hình khỏe\n- Giá cả phải chăng\n- Thiết kế đẹp\n- Máy chạy nhanh, đỡ nóng hơn.\n- Pin tốt hơn các máy đời trước.\n- Giao diện đẹp và tiện dụng\n,,,,,,,,,,,,,,,,,,
chụp rõ ,nhe ,pin bền\n,,,,,,,,,,,,,,,,,
Cấu hình mạnh\n,,,,,,,,,,,,,,,,,,,
máy bền, chắc chắn, đẹp\n,,,,,,,,,,,,,,,,,
hình thức đẹp\nmàu sắc đẹp phù hợp với phái nữ\nmàn hình sống động.sắc nét\ncảm ứng nhanh nhạy\n,,,,,,,,,,,,,,,,,,,
- Hỗ trợ camera 5 Megapixel là ưu điểm của C5 cùng với các ứng dụng đọc file PDF đi kèm theo và cài đặt mạng cộng đồng xã hội như Facebook, YouTube, hi5, Friendster, MySpace apps.\n- Cài đặt các ứng dụng hay game khá dễ dàng.\n- Sử dụng để duyệt web qua 3G nhanh\n- Thời gian đàm thoại được 11h, chứng tỏ pin của C5 dùng được lâu. Lên khi bạn quên sạc điện thoại có thể yên tâm.\n- Việc nhắn tin và ấn số của máy, êm và không kêu như những bàn phím khác\n,,,,,,,,,,,,,
-Đầy đủ chức năng mà giá cả rất mềm\n-Thiết kế kiểu dáng mới lạ\n-Bàn phím QWERTY tiện lợi nhắn tin\n-Dung lượng pin 1020mAh nên sử dụng rất bền và lâu\n-Loa ngoài to,nghe nhạc thích\n-Chụp ảnh có đèn flash nên rất sáng ,đẹp và nét\n-Duyệt web nhanh,chất lượng hình ảnh khá ổn\n-Cài phần mềm ứng dụng dễ dàng\n,,,,,,,,,,,,,,,,
cấu hình khá mạnh mẽ,ổ rộng 500gb,có cả cạc rời,ứng dụng tất cả các game mới nhất,các ứng dụng mới nhất\ngiá hợp lý\n,,,,,,,,,,,,,,,
Mạnh mẽ nam tính, viền siêu mỏng\nMàn hình Incell rực rỡ cho màu sắc hình hình ảnh sắc nét, chân thực nhất.Máy chạy nhanh mượt, chiến tốt tất cả các game khủng nhất hiện nay.\n- Thiết kế đẹp\n,,,,,,,,,,,,,,,,
nhìn hình dáng sao mê thế vì tui đang thích nó mà\n,,,,,,,,,,,,,,,,,,,
Thiết kế đẹp , phù hợp với người lướt web và làm mọi việc khác , Pin khỏe\n,,,,,,,,,,,,,,,,,
Thiết kế sang trọng, các nút thao tác hợp lý phím home vật lý chứ không phải phím ảo. Cấu hình mạnh mẽ vượt trội so với giá cả (Ram 2GB), pin khá là trâu: Cấu hình mạnh kiểu dáng đẹp\n,,,,,,,,,,,,,,,,,
rẻ, đẹp thời trang\n,,,,,,,,,,,,,,,,,,
hình dáng giống mới tx và các dòng mới ra nên nhìn rất ưu mắt, giá cả có 7tr thì chấp nhận được\n,,,,,,,,,,,,,,,,,,
Kiểu dáng thời trang.\n,,,,,,,,,,,,,,,,,,,
Là lựa chọn tốt trong tầm giá.\nMàn hình có thể hoạt động ngay cả khi đeo găng tay\nChất lượng màn hình, máy ảnh khá tốt\n,,,,,,,,,,,,,,,,,,
các chế độ an toàn đủ chỉ tiêu ,phù hợp cho người ngồi trên xe.\n,,,,,,,,,,,,,,,,,,
Mẫu mã khá thời trang, phù hợp với xu thế của diện thoại di động, hình ảnh khá rõ nét, âm thanh, chất lượng cuộc gọi không thua kém các smartphone đắt tiền khác, giá cả trung bình, phù hợp với thu nhập của nhân viên, đầy đủ các chức năng cần thiết: nghe nhac, quay phim, chụp hình,...\n,,,,,,,,,
